StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q7,Q3,Q4
2022-08-04 09:39:49,2022-08-04 09:40:20,IP Address,130.189.175.152,100,30,True,2022-08-04 09:40:20,R_1nVlD2XO8dQo0Da,,,,,43.6444,-72.2455,qr,EN,"The Lived Experience Perspective- Melanie Hecker, MPA, Susan Klick, BA, and Beth Grosso, MSW",Highly satisfied,,"Very informative ",None
2022-08-04 09:39:53,2022-08-04 09:40:26,IP Address,130.189.175.144,100,32,True,2022-08-04 09:40:26,R_1pAm1WxIPjjoK0D,,,,,43.6444,-72.2455,qr,EN,"The Lived Experience Perspective- Melanie Hecker, MPA, Susan Klick, BA, and Beth Grosso, MSW",Satisfied,,Pt perspective,
2022-08-04 09:22:13,2022-08-04 09:40:34,IP Address,130.189.175.204,100,1101,True,2022-08-04 09:40:35,R_2EuD8ctbghRkiO9,,,,,43.6444,-72.2455,anonymous,EN,"The Lived Experience Perspective- Melanie Hecker, MPA, Susan Klick, BA, and Beth Grosso, MSW",Satisfied,,hearing from self advocates,"There could be more discussion/consideration of how these strategies could be practically applied in a time limited healthcare visit. "
2022-08-04 09:41:01,2022-08-04 09:41:22,IP Address,130.189.175.148,100,21,True,2022-08-04 09:41:22,R_ueJKlwC9UChXQrL,,,,,43.6444,-72.2455,qr,EN,"The Lived Experience Perspective- Melanie Hecker, MPA, Susan Klick, BA, and Beth Grosso, MSW",Satisfied,,"Important perspective ",
2022-08-04 10:04:25,2022-08-04 10:04:55,IP Address,130.189.175.148,100,30,True,2022-08-04 10:04:56,R_SNuWzeSfMxPiTUl,,,,,43.6444,-72.2455,qr,EN,"Biopsychosocial Assessment Considerations- Melanie Hecker, MPA, Jill Hinton, PhD, and Jennifer McLaren, MD",Highly satisfied,,Discussion of culture and IDD,
2022-08-04 09:40:42,2022-08-04 10:07:11,IP Address,130.189.175.204,100,1588,True,2022-08-04 10:07:11,R_1gNJiNAAsPudBp6,,,,,43.6444,-72.2455,anonymous,EN,"Biopsychosocial Assessment Considerations- Melanie Hecker, MPA, Jill Hinton, PhD, and Jennifer McLaren, MD",Satisfied,,considering complex formulations,it is a bit long
2022-08-04 10:07:19,2022-08-04 10:07:39,IP Address,130.189.175.152,100,19,True,2022-08-04 10:07:39,R_1rfs3zwpXoXKnx7,,,,,43.6444,-72.2455,qr,EN,"Biopsychosocial Assessment Considerations- Melanie Hecker, MPA, Jill Hinton, PhD, and Jennifer McLaren, MD",Satisfied,,"Good presentation ",
2022-08-04 10:05:20,2022-08-04 10:07:41,IP Address,130.189.175.144,100,140,True,2022-08-04 10:07:41,R_22J6TNaK0Z5KG2O,,,,,43.6444,-72.2455,qr,EN,"Biopsychosocial Assessment Considerations- Melanie Hecker, MPA, Jill Hinton, PhD, and Jennifer McLaren, MD",Satisfied,,"Good overview ",
2022-08-04 10:04:26,2022-08-04 10:07:41,IP Address,130.189.175.144,100,195,True,2022-08-04 10:07:42,R_1jjJCawj9xbpGM8,,,,,43.6444,-72.2455,qr,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Satisfied,,Important concept,
2022-08-04 10:07:14,2022-08-04 10:07:46,IP Address,130.189.175.148,100,31,True,2022-08-04 10:07:46,R_DucCUkLrV41YdVf,,,,,43.6444,-72.2455,qr,EN,"Biopsychosocial Assessment Considerations- Melanie Hecker, MPA, Jill Hinton, PhD, and Jennifer McLaren, MD",Somewhat Satisfied,,"Good review ",
2022-08-04 10:07:17,2022-08-04 10:07:47,IP Address,130.189.175.152,100,30,True,2022-08-04 10:07:47,R_3isAWdGt20xe7GG,,,,,43.6444,-72.2455,qr,EN,"Biopsychosocial Assessment Considerations- Melanie Hecker, MPA, Jill Hinton, PhD, and Jennifer McLaren, MD",Highly satisfied,,"Very comprehensive ",None
2022-08-04 10:07:15,2022-08-04 10:08:02,IP Address,216.66.108.218,100,46,True,2022-08-04 10:08:02,R_wY7gFRI5RM4o29b,,,,,43.6444,-72.2455,qr,EN,"Biopsychosocial Assessment Considerations- Melanie Hecker, MPA, Jill Hinton, PhD, and Jennifer McLaren, MD",Satisfied,,All of it,None
2022-08-04 10:07:13,2022-08-04 10:08:34,IP Address,130.189.175.144,100,81,True,2022-08-04 10:08:35,R_PTFx66j0eZ6bFcd,,,,,43.6444,-72.2455,qr,EN,"Biopsychosocial Assessment Considerations- Melanie Hecker, MPA, Jill Hinton, PhD, and Jennifer McLaren, MD",Highly satisfied,,The focus on misdiagnoses was great as this is a massive issue with my own experience with patients with IDD,
2022-08-11 07:50:10,2022-08-11 07:50:32,IP Address,216.66.108.218,100,21,True,2022-08-11 07:50:33,R_QgZZs4cUItl9Ru1,,,,,43.6444,-72.2455,qr,EN,"Grief and Loss in IDD - Dan Baker, PhD and Katy Stratigos, MD",Highly satisfied,,"Great narration and informqtion
",
2022-08-11 07:50:11,2022-08-11 07:51:07,IP Address,216.66.108.218,100,56,True,2022-08-11 07:51:07,R_1OoXu67KpfacGYF,,,,,43.6444,-72.2455,qr,EN,"Grief and Loss in IDD - Dan Baker, PhD and Katy Stratigos, MD",Highly satisfied,,"Very informative ",None
2022-08-11 07:50:10,2022-08-11 07:51:08,IP Address,130.189.175.144,100,57,True,2022-08-11 07:51:08,R_124n168nur7dGzn,,,,,43.6444,-72.2455,qr,EN,"Grief and Loss in IDD - Dan Baker, PhD and Katy Stratigos, MD",Highly satisfied,,The training manual provided and it’s relationship on what to see that may differ in presentation for people with IDD,
2022-08-18 07:29:28,2022-08-18 07:29:56,IP Address,216.66.108.218,100,28,True,2022-08-18 07:29:56,R_31o5dtV6bA27Tl0,,,,,43.6444,-72.2455,qr,EN,"Psychiatric Assessment in IDD- Dan Baker, PhD and Jennifer McLaren, MD",Highly satisfied,,Great content,
2022-08-18 07:29:19,2022-08-18 07:30:18,IP Address,130.189.175.152,100,59,True,2022-08-18 07:30:19,R_4Vj0wPrfmJx2yaJ,,,,,43.6444,-72.2455,qr,EN,"Psychiatric Assessment in IDD- Dan Baker, PhD and Jennifer McLaren, MD",Satisfied,,"Humanistic approach ",
2022-08-18 07:29:28,2022-08-18 07:30:27,IP Address,216.66.108.218,100,58,True,2022-08-18 07:30:28,R_3EolQE0v70CIGVP,,,,,43.6444,-72.2455,qr,EN,"Psychiatric Assessment in IDD- Dan Baker, PhD and Jennifer McLaren, MD",Highly satisfied,,Experiences of parents and individuals with IDD,
2022-08-18 07:29:26,2022-08-18 07:30:29,IP Address,130.189.175.144,100,63,True,2022-08-18 07:30:29,R_2bMY05jJ1mKBpB0,,,,,43.6444,-72.2455,qr,EN,"Psychiatric Assessment in IDD- Dan Baker, PhD and Jennifer McLaren, MD",Highly satisfied,,"The interweaving of actual experience from
Parents and patients interspaced in with the module is great in driving home the point. ",
2022-08-18 07:29:26,2022-08-18 07:30:40,IP Address,130.189.175.156,100,73,True,2022-08-18 07:30:40,R_1BQwna9F9LolPUU,,,,,43.6444,-72.2455,qr,EN,"Psychiatric Assessment in IDD- Dan Baker, PhD and Jennifer McLaren, MD",Satisfied,,"Pt/family perspective ",
2022-08-18 07:30:05,2022-08-18 07:31:15,IP Address,130.189.152.83,100,70,True,2022-08-18 07:31:15,R_3aVjjzKBWkQ6SS5,,,,,43.6444,-72.2455,anonymous,EN,"Psychiatric Assessment in IDD- Dan Baker, PhD and Jennifer McLaren, MD",Satisfied,,treat each person like a unique individual,
2022-08-18 07:29:58,2022-08-18 07:31:33,IP Address,130.189.175.148,100,95,True,2022-08-18 07:31:34,R_d7ptTtdPI9QNWLv,,,,,43.6444,-72.2455,qr,EN,"Psychiatric Assessment in IDD- Dan Baker, PhD and Jennifer McLaren, MD",Somewhat Satisfied,"I question the assertion made by one presenter which was that “many of these medications” cause suicidality as a side effect. ","Ethan’s mom ","See above "
2022-08-18 07:30:13,2022-08-18 07:32:03,IP Address,130.189.175.148,100,109,True,2022-08-18 07:32:04,R_3CVDQGheKSarra5,,,,,43.6444,-72.2455,qr,EN,"Biopsychosocial Assessment Considerations- Melanie Hecker, MPA, Jill Hinton, PhD, and Jennifer McLaren, MD",Somewhat Satisfied,Similar to what have learned prior in training,"Patient/family perspectives ",Higher level for residents/fellows
2022-08-18 07:29:18,2022-08-18 07:31:48,IP Address,130.189.175.148,100,149,True,2022-08-18 07:41:30,R_3FX8PHhCo6VlqDx,,,,,43.6444,-72.2455,qr,EN,"Psychiatric Assessment in IDD- Dan Baker, PhD and Jennifer McLaren, MD",Satisfied,,Discussed context for symptoms e.g. grandiose delusions of ability to drive a car. Also reference to the DM-ID 2 which I was not familiar with,"Micah is off putting and seems like she has an agenda, which may be the intent of including her I suppose "
2022-08-18 07:31:20,2022-08-18 07:50:45,IP Address,130.189.152.83,100,1165,True,2022-08-18 07:50:46,R_UH0k5Dq3baFPDZD,,,,,43.6444,-72.2455,anonymous,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Somewhat Satisfied,,trauma effects everyone,
2022-08-18 07:50:44,2022-08-18 07:51:16,IP Address,216.66.108.218,100,32,True,2022-08-18 07:51:17,R_R8hHpib2IGNRm01,,,,,43.6444,-72.2455,qr,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Highly satisfied,,"Different presentation of ptsd symptoms ",
2022-08-18 07:50:41,2022-08-18 07:51:26,IP Address,216.66.108.218,100,44,True,2022-08-18 07:51:27,R_1DCNAENB6EUewkd,,,,,43.6444,-72.2455,qr,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Highly satisfied,,Comprehensive information about how trauma manifests in individuals with IDD,
2022-08-18 07:50:54,2022-08-18 07:51:44,IP Address,130.189.175.152,100,50,True,2022-08-18 07:51:45,R_5BZBVZ2f28HhgBz,,,,,43.6444,-72.2455,qr,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Not Satisfied,"Not appropriate for PGY3 psychiatry residents ",N/a,
2022-08-18 07:50:33,2022-08-18 07:52:04,IP Address,130.189.175.148,100,90,True,2022-08-18 07:52:04,R_u9xFkRyCkZzwwH7,,,,,43.6444,-72.2455,qr,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Somewhat Satisfied,"Micah Peace makes a lot of broad generalized statements ","Video format ","Wonder if MDs are the right audience "
2022-08-18 07:50:40,2022-08-18 07:52:11,IP Address,130.189.175.148,100,91,True,2022-08-18 07:52:11,R_1DFHE5xJtOKSSUr,,,,,43.6444,-72.2455,qr,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Somewhat Satisfied,Trauma stats helpful but rest is lower level,Trauma stats,Bring to higher level
2022-08-18 07:51:33,2022-08-18 07:52:26,IP Address,130.189.175.144,100,53,True,2022-08-18 07:52:27,R_1EYZwVXN8MSpFOx,,,,,43.6444,-72.2455,qr,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Satisfied,,"Informative on the reprocessing therapies and known risks ",
2022-08-18 07:50:38,2022-08-18 07:53:54,IP Address,130.189.175.148,100,195,True,2022-08-18 07:53:55,R_zYexn9rfQB6KAJX,,,,,43.6444,-72.2455,qr,EN,"Trauma and Stressor Related Disorders- Jill Hinton, PhD and Roberto Blanco, MD",Somewhat Satisfied,Patient described as a “survivor of the psychiatric system” seems damaging to our profession,Video format,More actionable advice than “learn more about trauma”
2022-08-18 08:18:16,2022-08-18 08:18:33,IP Address,216.66.108.218,100,17,True,2022-08-18 08:18:33,R_1HqrjYXWj4UC4fq,,,,,43.6444,-72.2455,qr,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Highly satisfied,,"Great content and speaker ",
2022-08-18 07:50:47,2022-08-18 08:18:36,IP Address,130.189.152.83,100,1668,True,2022-08-18 08:18:37,R_regOVsEVfpbieoV,,,,,43.6444,-72.2455,anonymous,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Somewhat Satisfied,,people w/ IDD can have psychotic disorders,
2022-08-18 08:18:16,2022-08-18 08:18:36,IP Address,130.189.175.152,100,20,True,2022-08-18 08:18:37,R_3notkqynXIfZZFu,,,,,43.6444,-72.2455,qr,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Satisfied,,Good info,
2022-08-18 08:18:12,2022-08-18 08:18:41,IP Address,216.66.108.218,100,28,True,2022-08-18 08:18:41,R_2TuAfhQx6yoIMZn,,,,,43.6444,-72.2455,qr,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Highly satisfied,,"Very informative ",
2022-08-18 08:18:12,2022-08-18 08:19:18,IP Address,130.189.175.148,100,65,True,2022-08-18 08:19:18,R_2aWZek9GYrlI6C5,,,,,43.6444,-72.2455,qr,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Satisfied,N/a,"Discussion of clinically meaningful content like pseudo psychotic symptoms. ",Na
2022-08-18 08:18:12,2022-08-18 08:19:21,IP Address,130.189.175.148,100,69,True,2022-08-18 08:19:21,R_2CvvN7QNkRVBQ16,,,,,43.6444,-72.2455,qr,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Somewhat Satisfied,"It was a bit dry ",Video format,"More case study "
2022-08-18 08:19:01,2022-08-18 08:19:38,IP Address,130.189.175.144,100,37,True,2022-08-18 08:19:39,R_3mh5hp8pkdJUwBw,,,,,43.6444,-72.2455,qr,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Highly satisfied,,"Important topic given the amount of misdiagnosis with IDD and psychotic disorders. ",
2022-08-18 08:18:18,2022-08-18 08:20:04,IP Address,130.189.156.247,100,105,True,2022-08-18 08:20:04,R_1QmTIFf613yVvIp,,,,,43.6444,-72.2455,anonymous,EN,"Schizophrenia and Other Psychotic Disorders- Joan Beasley, PhD and Jennifer McLaren, MD",Somewhat Satisfied,is a little repetitive,useful to differentiate as I feel people with IDD get over-diagnosed with psychotic disorders,
2022-08-18 08:35:30,2022-08-18 08:35:54,IP Address,216.66.108.218,100,24,True,2022-08-18 08:35:55,R_10vifBlUBzuCgIu,,,,,43.6444,-72.2455,qr,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Highly satisfied,,"Good drug information ",
2022-08-18 08:35:32,2022-08-18 08:35:59,IP Address,130.189.175.152,100,27,True,2022-08-18 08:35:59,R_2S9u0TwS4Y805TM,,,,,43.6444,-72.2455,qr,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Satisfied,,Good,
2022-08-18 08:35:32,2022-08-18 08:36:20,IP Address,216.66.108.218,100,47,True,2022-08-18 08:36:20,R_2Pupub07Ab7o4Nq,,,,,43.6444,-72.2455,qr,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Highly satisfied,,"Focus on treatment ",
2022-08-18 08:35:38,2022-08-18 08:36:21,IP Address,130.189.175.148,100,43,True,2022-08-18 08:36:22,R_3iyGtfco0EPrNJ0,,,,,43.6444,-72.2455,qr,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Somewhat Satisfied,Good psychopharmacology review,"Video format ","More depth "
2022-08-18 08:35:34,2022-08-18 08:36:33,IP Address,130.189.156.247,100,59,True,2022-08-18 08:36:34,R_RWWVspho5flxtTj,,,,,43.6444,-72.2455,anonymous,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Not Satisfied,This felt very low level in terms of how much it discusses the specific treatments,n/a,
2022-08-18 08:18:39,2022-08-18 08:36:34,IP Address,130.189.152.83,100,1074,True,2022-08-18 08:36:34,R_2BgFiPDUu8cJxVq,,,,,43.6444,-72.2455,anonymous,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Somewhat Satisfied,,anxiety can manifest in multiple ways,
2022-08-18 08:35:30,2022-08-18 08:37:09,IP Address,130.189.175.144,100,98,True,2022-08-18 08:37:09,R_2c6Fhdlgt03STvK,,,,,43.6444,-72.2455,qr,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Satisfied,Great training I wonder if some of the time being used to explain more basic things like the purpose of SSRI and common side effects could be better used on correlating these common things more strongly with how they can complicate course of treatment with patients with IDD,"Excellent presentations by the clinicians ",
2022-08-18 08:35:27,2022-08-18 08:37:14,IP Address,130.189.175.148,100,107,True,2022-08-18 08:37:15,R_1cSbBaBnaB8yav3,,,,,43.6444,-72.2455,qr,EN,"Anxiety Disorders- John Diamond, MD and Karen Weigle, PhD",Satisfied,N/a,"More professional, research based information",N/a
2022-08-18 08:55:46,2022-08-18 08:55:59,IP Address,216.66.108.218,100,13,True,2022-08-18 08:55:59,R_1NymKXb3klhb5BC,,,,,43.6444,-72.2455,qr,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Highly satisfied,,Great,
2022-08-18 08:56:05,2022-08-18 08:56:24,IP Address,130.189.175.152,100,18,True,2022-08-18 08:56:24,R_RtAl3OqaPkKQACZ,,,,,43.6444,-72.2455,qr,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Satisfied,,Good info,
2022-08-18 08:55:59,2022-08-18 08:56:34,IP Address,130.189.175.144,100,35,True,2022-08-18 08:56:34,R_10HEImANUpcK0gn,,,,,43.6444,-72.2455,qr,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Highly satisfied,,Great run through helping to distinguish presentation of OCD vs ASD,
2022-08-18 08:56:04,2022-08-18 08:56:54,IP Address,130.189.175.148,100,50,True,2022-08-18 08:56:55,R_2Vrmv4P7NvNewbu,,,,,43.6444,-72.2455,qr,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Satisfied,"That was the most appropriate module for a psychiatrist audience thus far in my opinion ","Good pharm review ",Case example
2022-08-18 08:55:53,2022-08-18 08:57:05,IP Address,216.66.108.218,100,72,True,2022-08-18 08:57:05,R_1dh5zzb7QKGnsbv,,,,,43.6444,-72.2455,qr,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Highly satisfied,,Differences and similarities between ASD and OCD symptoms,
2022-08-18 08:56:12,2022-08-18 08:57:53,IP Address,130.189.175.148,100,101,True,2022-08-18 08:57:53,R_2cACdusNtuICerj,,,,,43.6444,-72.2455,qr,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Satisfied,Presenter definitively saying you WILL get side effects from SSRIs…,Video format,"More nuanced discussion of medication and side effects "
2022-08-18 08:55:57,2022-08-18 09:00:56,IP Address,130.189.156.247,100,298,True,2022-08-18 09:00:57,R_3NKhKtcdVKvDCH6,,,,,43.6444,-72.2455,anonymous,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Somewhat Satisfied,minute speifics of drug treatment have been learned at prior stages of training,OCD vs ASD,
2022-08-18 08:36:36,2022-08-18 09:16:43,IP Address,130.189.152.83,100,2406,True,2022-08-18 09:16:43,R_d0XL5kApg10O62t,,,,,43.6444,-72.2455,anonymous,EN,"Obsessive Compulsive and Related Disorders- Jill Hinton, PhD and Michael Cummings, MD",Somewhat Satisfied,,helpful,
2022-08-18 09:16:43,2022-08-18 09:17:05,IP Address,216.66.108.218,100,21,True,2022-08-18 09:17:05,R_zcoehli97vFmt7r,,,,,43.6444,-72.2455,qr,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Highly satisfied,,"Treatment ",
2022-08-18 09:16:45,2022-08-18 09:17:13,IP Address,130.189.152.83,100,27,True,2022-08-18 09:17:13,R_xrxBR6xLb2F6N9L,,,,,43.6444,-72.2455,anonymous,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Somewhat Satisfied,,some medications can cause increase agitation,
2022-08-18 09:16:48,2022-08-18 09:17:13,IP Address,216.66.108.218,100,24,True,2022-08-18 09:17:14,R_tYUXzBl5EyCwAGB,,,,,43.6444,-72.2455,qr,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Highly satisfied,,Clear explanation of drugs,
2022-08-18 09:16:45,2022-08-18 09:17:17,IP Address,130.189.156.247,100,31,True,2022-08-18 09:17:17,R_2e8Vx7JOPyrtEWu,,,,,43.6444,-72.2455,anonymous,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Somewhat Satisfied,Have prevoiusly learned many of the specifics with meds,Helpful learning about agents which cause increased agitation,
2022-08-18 09:16:44,2022-08-18 09:17:25,IP Address,130.189.175.148,100,41,True,2022-08-18 09:17:25,R_ul7ZZuh3lsWxT7r,,,,,43.6444,-72.2455,qr,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Satisfied,"Good med review ",Video format,"Wondering who the target audience will be "
2022-08-18 09:17:00,2022-08-18 09:17:30,IP Address,130.189.175.152,100,29,True,2022-08-18 09:17:30,R_2YeQjfcG7ynrb5A,,,,,43.6444,-72.2455,qr,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Satisfied,,Good,
2022-08-18 09:16:46,2022-08-18 09:17:31,IP Address,130.189.175.148,100,45,True,2022-08-18 09:17:31,R_2ttGd4VUkDG2HL2,,,,,43.6444,-72.2455,qr,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Satisfied,N/a,"Less opinion and bias ",N/a
2022-08-18 09:16:57,2022-08-18 09:17:46,IP Address,130.189.175.144,100,48,True,2022-08-18 09:17:46,R_2WPEDQKngCLpYuE,,,,,43.6444,-72.2455,qr,EN,"Depression and Bipolar Disorder- Jenee Lewis-Walker, PhD and Jennifer McLaren, MD",Highly satisfied,,"The looks at potential complications for IDD and common pharmacological interventions was great ",
2022-09-06 08:36:21,2022-09-06 08:38:14,IP Address,209.134.33.71,100,113,True,2022-09-06 08:38:14,R_UROaFSb1X1CmuxX,,,,,43.5668,-72.4172,anonymous,EN,"Introduction to Neurodiversity- Melanie Hecker, MPA and Jennifer McLaren, MD",Satisfied,N/A,Clear and concise introduction to a patient population with which many do not have experience.,
2022-09-06 08:38:42,2022-09-06 08:39:15,IP Address,198.55.239.15,100,32,True,2022-09-06 08:39:15,R_29tPImj4cu5AS6N,,,,,43.7931,-72.1727,anonymous,EN,"Introduction to Neurodiversity- Melanie Hecker, MPA and Jennifer McLaren, MD",Satisfied,,advice for how to understand and embrace neurodiversity,
2022-09-06 08:38:24,2022-09-06 08:40:14,IP Address,209.134.33.71,100,109,True,2022-09-06 08:40:14,R_3hcGXg2MUB1VSWL,,,,,43.5668,-72.4172,anonymous,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Satisfied,,"Established the importance of culture in patient care, but also emphasized that not all of a particular culture are completely identical (spoke about the importance of individuality)",
2022-09-06 08:40:50,2022-09-06 08:42:43,IP Address,209.134.33.71,100,113,True,2022-09-06 08:42:44,R_2bWvNp0N9FPrJhP,,,,,43.5668,-72.4172,anonymous,EN,"Systems of Care for People with IDD- Jennifer McLaren, MD and Lisa Plotnick, MD",Satisfied,,Provided a broad outline of available resources and contributions of specific providers,"If later lessons do not go into detail, provide more specifics on each service type/organizations available to patients"
2022-09-06 08:43:09,2022-09-06 08:44:51,IP Address,209.134.33.71,100,102,True,2022-09-06 08:44:52,R_33DoxymiRsFLpma,,,,,43.5668,-72.4172,anonymous,EN,"The Lived Experience Perspective- Melanie Hecker, MPA, Susan Klick, BA, and Beth Grosso, MSW",Highly satisfied,,It is often best to hear from those most familiar with a topic i.e. those living through it,Possibly incorporate more direct patient experiences if possible vs. care givers
2022-09-06 08:45:00,2022-09-06 08:47:58,IP Address,209.134.33.71,100,177,True,2022-09-06 08:47:58,R_24I8Dakn8kWkgEC,,,,,43.5668,-72.4172,anonymous,EN,"Medical Assessment Considerations- Leslie Rubin, MD",Satisfied,,"Broad introduction to specific conditions ","Good initial introduction to diagnoses and common presentations, which would be best if followed up with specifics in latter lessons"
2022-09-06 08:49:35,2022-09-06 08:50:15,IP Address,198.55.239.15,100,40,True,2022-09-06 08:50:16,R_2xyPZFEGD2bszof,,,,,43.7931,-72.1727,anonymous,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Satisfied,,the recommendation to admit you do not know and how that can engender trust,
2022-09-06 08:58:21,2022-09-06 08:59:03,IP Address,198.55.239.15,100,42,True,2022-09-06 08:59:04,R_1OUH0hl4H6tNeTH,,,,,43.7931,-72.1727,anonymous,EN,"Systems of Care for People with IDD- Jennifer McLaren, MD and Lisa Plotnick, MD",Satisfied,,helpful to understand the various components/people involved in the care of a person with IDD,
2022-09-06 09:10:43,2022-09-06 09:11:06,IP Address,198.55.239.15,100,22,True,2022-09-06 09:11:06,R_2ATPncWSpuwL2x8,,,,,43.7931,-72.1727,anonymous,EN,"Introduction to Positive Medicine- Joan Beasley, PhD and Dan Tomasulo, PhD",Satisfied,,the discussion about hope,
2022-09-06 09:29:47,2022-09-06 09:30:44,IP Address,198.55.239.15,100,57,True,2022-09-06 09:30:45,R_2YFcgTFAqXF1wJF,,,,,43.7931,-72.1727,anonymous,EN,"Medical Assessment Considerations- Leslie Rubin, MD",Satisfied,,helpful to understand the most common medical issues associated with each IDD diagnosis and how that might impact MH.,
2022-09-06 09:41:58,2022-09-06 09:42:28,IP Address,198.55.239.15,100,30,True,2022-09-06 09:42:28,R_3rU74hHKIqyrs3C,,,,,43.7931,-72.1727,anonymous,EN,"The Lived Experience Perspective- Melanie Hecker, MPA, Susan Klick, BA, and Beth Grosso, MSW",Satisfied,,understanding the potential sensory triggers for people with IDD,
2022-09-17 09:21:54,2022-09-17 09:25:14,IP Address,98.216.155.245,100,200,True,2022-09-17 09:25:15,R_3rU5zuGrSDnON6o,,,,,43.6448,-72.2971,anonymous,EN,"Introduction to Positive Medicine- Joan Beasley, PhD and Dan Tomasulo, PhD",Satisfied,,I appreciated the information regarding systems of care for patients with IDD and learning about positive medicine.,None.
2022-09-18 07:49:51,2022-09-18 07:50:53,IP Address,64.222.162.82,100,62,True,2022-09-18 07:50:54,R_3MATiG0uvRgopb3,,,,,42.8951,-72.0534,anonymous,EN,"Introduction to Positive Medicine- Joan Beasley, PhD and Dan Tomasulo, PhD",Highly satisfied,,Learning about the module topic and then having a self-advocate tell their story/experience with it.,
2022-09-18 07:51:15,2022-09-18 07:51:29,IP Address,64.222.162.82,100,13,True,2022-09-18 07:51:29,R_2w1sgb8km1dOSLr,,,,,42.8951,-72.0534,anonymous,EN,"Introduction to Neurodiversity- Melanie Hecker, MPA and Jennifer McLaren, MD",Satisfied,,Learning about the module topic and then having a self-advocate tell their story/experience with it.,
2022-09-18 07:52:02,2022-09-18 07:52:17,IP Address,64.222.162.82,100,14,True,2022-09-18 07:52:17,R_1k1A6YRgEBYKs86,,,,,42.8951,-72.0534,anonymous,EN,"Culturally Competent Patient Care- Roberto Blanco, MD and Kristal Garcia, LMSW",Highly satisfied,,https://unh.az1.qualtrics.com/jfe/form/SV_4ZXo2irnGS6fyyW,
